Loop,Time,r0-A,r1-A,p0-C0,p1-C0,p0-Cpa,p1-Cpa,p0-Cpb,p1-Cpb,r0-E,r1-E,r0-Hp,r1-Hp,p0-K,p1-K,Value,r0-Xi,r1-Xi,p0-eps,p1-eps,p0-ka,p1-ka,p0-kb,p1-kb,r0-n,r1-n,r0-nO2,r1-nO2,p0-rho,p1-rho,
45,7289.9471,2.46e+12,1.14e+14,1.0,0.0,1083.9421685084321,924.7315219671202,0.05433229100734967,0.4112609281792957,1.74e+05,2.64e+05,167304.226196819,560082.9758675036,22106.19232400619,100000000.0,5.217422463004967e-05,0.5821527398434987,0.5111258582281877,0.9463325219530027,0.94,0.318254820036342,0.1834281080236818,3.7838250877378116e-05,0.00015217467637695324,1.1874595942390906,3.4711385309115474,0.0,0.0,1683.0,1235.0,
46,7453.7998,2.45e+12,1.18e+14,1.0,0.0,1084.8536826812367,934.4846579236494,0.05466269043621114,0.39607859398855283,1.74e+05,2.54e+05,167372.57689233933,562846.8577148278,21791.753205655543,100000000.0,5.192952178648545e-05,0.5821121213473013,0.49553001097265403,0.946896042673669,0.94,0.318115453932599,0.19277825526048747,3.91981454438096e-05,0.00013833306139030997,1.1891167285235755,3.427884645414628,0.0,0.0,1683.0,1235.0,
47,7619.2626,2.39e+12,1.19e+14,1.0,0.0,1094.3820235629576,940.3044628483285,0.051528982880565274,0.38308683051658865,1.74e+05,2.46e+05,167313.36923835383,557275.2546063141,21472.992934869253,100000000.0,5.154011616299125e-05,0.5820846852908521,0.48101233290700596,0.9527913995821262,0.94,0.31973279860513737,0.20261724880331278,4.1379080020041325e-05,0.00012174400148053929,1.1876258423105623,3.517242693144505,0.0,0.0,1683.0,1235.0,
48,7790.0394,2.42e+12,1.22e+14,1.0,0.0,1092.3062964255469,942.0929131302188,0.053819131360788516,0.3802156519590242,1.74e+05,2.38e+05,167310.76718391158,567401.6847192463,21069.107929144127,100000000.0,5.146659680881539e-05,0.5821042856722152,0.4688015561539831,0.9520326694380566,0.94,0.31907588924170427,0.20653725664739114,4.2179704110408207e-05,0.00011593292207761672,1.1868201496910764,3.473038155684856,0.0,0.0,1683.0,1235.0,
49,7954.3985,2.41e+12,1.21e+14,1.0,0.0,1091.6989483790085,941.9858824523412,0.05280249812771015,0.3785441883828877,1.74e+05,2.39e+05,167375.97089964256,563347.8988550021,21203.922020755606,100000000.0,5.14233537840318e-05,0.582103030529413,0.4701367831283022,0.9511700176603592,0.94,0.31893716318114174,0.20672422821673694,4.188660057401173e-05,0.00011564236447765628,1.188428375083412,3.4718025648373327,0.0,0.0,1683.0,1235.0,
50,8123.7630,2.41e+12,1.21e+14,1.0,0.0,1093.1658197947672,941.5776881068844,0.05287252792496721,0.3788806057140845,1.74e+05,2.41e+05,167399.1440028528,564817.0035691701,21092.85425553911,100000000.0,5.137984970090046e-05,0.5821177288050385,0.4661668111447871,0.9523768981145136,0.94,0.3192386187492502,0.20865238316482876,4.2098463854263216e-05,0.00011300838533303477,1.1867409735608654,3.5185162499815315,0.0,0.0,1683.0,1235.0,
51,8285.1210,2.43e+12,1.20e+14,1.0,0.0,1091.20942994224,935.991190502756,0.05304836861629425,0.38626256612556786,1.74e+05,2.45e+05,167414.03347494945,564039.8122872324,21175.089951518108,100000000.0,5.1317930003140216e-05,0.5821175488197947,0.4725724078576293,0.951115951200149,0.94,0.31882620313388943,0.20392793051596947,4.1740962568865134e-05,0.00011996704316047938,1.1889671263247625,3.5409745023296493,0.0,0.0,1683.0,1235.0,
52,8447.3794,2.45e+12,1.20e+14,1.0,0.0,1092.4086256367837,934.3837800614183,0.05310610279908157,0.3873787723642025,1.74e+05,2.45e+05,167366.7706917519,567432.4937574482,20864.99453117208,100000000.0,5.1254042004739796e-05,0.5821097372825341,0.46822415182093524,0.9520221278723171,0.94,0.31895033572405396,0.20490152040666393,4.2224687700616675e-05,0.00011818069810317062,1.1886454226707646,3.577422459694631,0.0,0.0,1683.0,1235.0,
53,8599.0053,2.44e+12,1.21e+14,1.0,0.0,1093.328232403957,940.8510322992076,0.05288471973224521,0.3767425795161927,1.74e+05,2.40e+05,167410.2897248909,569390.6696352178,20594.2877346252,100000000.0,5.121521659381285e-05,0.5821150098401491,0.4559067124299429,0.9526132287534732,0.94,0.3186371299013673,0.21224679252762374,4.317267584562103e-05,0.00010747975680562189,1.1887579218445992,3.569983711321195,0.0,0.0,1683.0,1235.0,
54,8756.9335,2.43e+12,1.21e+14,1.0,0.0,1092.682239047309,940.8751635784263,0.0523669230025144,0.37700360945588907,1.74e+05,2.37e+05,167369.59274287528,568031.1875165964,20517.87037261203,100000000.0,5.1140209609803e-05,0.5821064817552244,0.4632951523432003,0.9519687584212081,0.94,0.31827819802621415,0.20896547666854576,4.3517363106388114e-05,0.00011204619107053662,1.1881502125450072,3.548792840981659,0.0,0.0,1683.0,1235.0,
55,8905.1723,2.49e+12,1.25e+14,1.0,0.0,1090.997659386463,933.764963918381,0.054345347962372545,0.38458587390365706,1.74e+05,2.31e+05,167487.27867626736,573863.1168363763,19775.784426834078,100000000.0,5.102894603270012e-05,0.5821356141978101,0.4340765493373916,0.951317995481912,0.94,0.3165602760827392,0.21914058670456643,4.663422536245537e-05,9.687415602451462e-05,1.189355712314923,3.712821253601284,0.0,0.0,1683.0,1235.0,
